term,note
"최초 2년, 9회까지 재계약(2년단위) 가능 (단, 재계약 당시 만 65세 이상 계약자는 재계약 횟수를 제한하지 않음)
","※ 청년 전세임대 : 최초 2년, 2회까지 재계약(2년단위) 가능
   - 기존 대학생, 취업준비생 유형으로 기지원 받은 경우 받은 기간 만큼 재계약 횟수 및 기간 차감하며 대학생, 취업준비생 유형으로 이미 6년을 지원받은 기 계약자의 경우 재지원불가

※ 소년소녀가정 등 : 만 20세 이후 3회까지 재계약(2년단위) 가능

※ 신혼부부 전세임대 Ⅰ: 2년 단위로 9회 재계약 가능(최장 20년 거주)

※ 신혼부부 전세임대 Ⅱ: 2년 단위로 2회 재계약 가능(자녀가 있는 경우 2회 추가 가능)"
