object,note
"단독ㆍ다가구ㆍ다세대ㆍ연립주택ㆍ아파트ㆍ오피스텔 중 국민주택 규모 [전용면적 85㎡(1인가구의 경우 60㎡)]이하
","※ 보증부월세 및 월세주택은 주택소유자와 협의하여 전세주택으로 전환하여 계약 체결하되, 입주대상자가 원할 경우 기본 임대보증금 외 주택소유자에게 지급하는 월세를 입주자가
   부담하고 1년치(3개월) 월세에 해당하는 금액을 보증금으로 추가 납부하는 경우 보증부월세 주택에 대해 지원 가능"
